Product_Name,Category,Manufacture_Date,Expiry_Date,Manufacturer,Stock_Quantity,Sales_Trend,Days_to_Expiry,Discount_Band
Yogurt,Dairy,11/10/2025,28/10/2025,DairyLand,174,Medium,7,5%
Fresh Milk,Dairy,12/10/2025,22/10/2025,FarmFresh,49,Medium,1,20%
Yogurt,Dairy,01/10/2025,22/10/2025,DairyLand,25,Medium,1,20%
Bananas,Produce,16/10/2025,25/10/2025,Tropicana,194,Low,4,15%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,194,Medium,2,20%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,191,Medium,3,20%
Soda (6-pack),Beverage,11/06/2025,03/11/2025,Bubbly Co.,152,High,13,0%
Bananas,Produce,19/10/2025,26/10/2025,Tropicana,239,High,5,10%
Chicken Breast,Meat,19/10/2025,26/10/2025,Quality Meats,131,High,5,15%
Fresh Milk,Dairy,20/10/2025,02/11/2025,FarmFresh,177,High,12,0%
Bananas,Produce,20/10/2025,26/10/2025,Tropicana,135,Low,5,15%
Fresh Milk,Dairy,21/10/2025,04/11/2025,FarmFresh,225,Low,14,10%
Apples,Produce,10/10/2025,07/11/2025,Orchard Gold,135,Low,17,0%
Bananas,Produce,15/10/2025,22/10/2025,Tropicana,42,Low,1,20%
Apples,Produce,20/10/2025,12/11/2025,Orchard Gold,47,Low,22,0%
Cheddar Cheese,Dairy,08/10/2025,01/12/2025,DairyLand,112,Medium,41,0%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,19,High,2,20%
Frozen Pizza,Frozen,17/12/2024,06/01/2026,QuickMeals,165,High,77,0%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,57,Medium,3,20%
Frozen Pizza,Frozen,02/10/2025,25/07/2026,QuickMeals,288,Low,277,0%
Cheddar Cheese,Dairy,07/10/2025,06/12/2025,DairyLand,284,Medium,46,0%
Yogurt,Dairy,16/10/2025,08/11/2025,DairyLand,113,High,18,0%
Chicken Breast,Meat,18/10/2025,26/10/2025,Quality Meats,288,High,5,15%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,258,High,5,15%
Chicken Breast,Meat,20/10/2025,25/10/2025,Quality Meats,226,Medium,4,15%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,170,Medium,3,20%
Cheddar Cheese,Dairy,29/08/2025,05/11/2025,DairyLand,172,High,15,0%
Frozen Pizza,Frozen,30/01/2025,28/03/2026,QuickMeals,18,Low,158,0%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,249,Low,2,20%
Yogurt,Dairy,08/10/2025,26/10/2025,DairyLand,42,Medium,5,5%
Cheddar Cheese,Dairy,17/09/2025,08/11/2025,DairyLand,89,Medium,18,0%
Soda (6-pack),Beverage,22/08/2025,06/02/2026,Bubbly Co.,265,Medium,108,0%
Soda (6-pack),Beverage,02/06/2025,28/10/2025,Bubbly Co.,131,Low,7,15%
Soda (6-pack),Beverage,09/06/2025,09/11/2025,Bubbly Co.,61,Low,19,0%
Apples,Produce,29/09/2025,27/10/2025,Orchard Gold,287,Low,6,15%
Chicken Breast,Meat,21/10/2025,28/10/2025,Quality Meats,246,Medium,7,15%
Chicken Breast,Meat,14/10/2025,22/10/2025,Quality Meats,78,Low,1,20%
Yogurt,Dairy,10/10/2025,28/10/2025,DairyLand,179,Medium,7,5%
Chicken Breast,Meat,18/10/2025,23/10/2025,Quality Meats,25,High,2,5%
Frozen Pizza,Frozen,07/09/2025,11/07/2026,QuickMeals,27,High,263,0%
Soda (6-pack),Beverage,14/10/2025,17/04/2026,Bubbly Co.,119,High,178,0%
Bananas,Produce,20/10/2025,27/10/2025,Tropicana,129,Medium,6,0%
Chicken Breast,Meat,19/10/2025,26/10/2025,Quality Meats,66,High,5,15%
Bananas,Produce,17/10/2025,24/10/2025,Tropicana,106,Medium,3,20%
Apples,Produce,18/10/2025,15/11/2025,Orchard Gold,111,High,25,0%
Yogurt,Dairy,13/10/2025,30/10/2025,DairyLand,280,Low,9,10%
Fresh Milk,Dairy,17/10/2025,27/10/2025,FarmFresh,225,High,6,10%
Chicken Breast,Meat,19/10/2025,24/10/2025,Quality Meats,213,Low,3,20%
Frozen Pizza,Frozen,30/08/2025,07/10/2026,QuickMeals,183,Low,351,0%
Frozen Pizza,Frozen,30/12/2024,25/02/2026,QuickMeals,247,Medium,127,0%
Bananas,Produce,20/10/2025,29/10/2025,Tropicana,39,High,8,0%
Frozen Pizza,Frozen,20/10/2025,22/12/2026,QuickMeals,128,Medium,427,0%
Apples,Produce,07/10/2025,04/11/2025,Orchard Gold,291,High,14,10%
Soda (6-pack),Beverage,26/04/2025,12/11/2025,Bubbly Co.,197,High,22,0%
Frozen Pizza,Frozen,30/01/2025,28/12/2025,QuickMeals,71,High,68,0%
Yogurt,Dairy,21/10/2025,12/11/2025,DairyLand,224,Low,22,0%
Chicken Breast,Meat,20/10/2025,26/10/2025,Quality Meats,187,Medium,5,15%
Bananas,Produce,21/10/2025,27/10/2025,Tropicana,173,High,6,0%
Frozen Pizza,Frozen,23/01/2025,05/12/2025,QuickMeals,183,High,45,0%
Yogurt,Dairy,04/10/2025,27/10/2025,DairyLand,200,Low,6,15%
Frozen Pizza,Frozen,23/08/2025,17/10/2026,QuickMeals,195,Low,361,0%
Frozen Pizza,Frozen,17/12/2024,24/01/2026,QuickMeals,10,Medium,95,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,296,High,1,20%
Bananas,Produce,20/10/2025,27/10/2025,Tropicana,254,Medium,6,10%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,91,Medium,3,20%
Soda (6-pack),Beverage,05/05/2025,27/11/2025,Bubbly Co.,237,High,37,0%
Frozen Pizza,Frozen,05/12/2024,23/01/2026,QuickMeals,102,Low,94,0%
Ground Beef,Meat,20/10/2025,25/10/2025,Quality Meats,60,Low,4,15%
Chicken Breast,Meat,21/10/2025,29/10/2025,Quality Meats,158,Medium,8,10%
Yogurt,Dairy,07/10/2025,25/10/2025,DairyLand,222,Low,4,15%
Bananas,Produce,16/10/2025,24/10/2025,Tropicana,16,Medium,3,20%
Frozen Pizza,Frozen,14/03/2025,21/04/2026,QuickMeals,54,Low,182,0%
Cheddar Cheese,Dairy,12/09/2025,17/11/2025,DairyLand,253,Low,27,0%
Yogurt,Dairy,12/10/2025,03/11/2025,DairyLand,266,Medium,13,10%
Fresh Milk,Dairy,21/10/2025,03/11/2025,FarmFresh,275,Medium,13,10%
Bananas,Produce,18/10/2025,24/10/2025,Tropicana,288,Medium,3,20%
Apples,Produce,11/10/2025,04/11/2025,Orchard Gold,11,Medium,14,0%
Chicken Breast,Meat,18/10/2025,25/10/2025,Quality Meats,266,High,4,15%
Soda (6-pack),Beverage,15/10/2025,31/03/2026,Bubbly Co.,288,Medium,161,0%
Chicken Breast,Meat,19/10/2025,27/10/2025,Quality Meats,51,Medium,6,15%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,64,Medium,2,20%
Chicken Breast,Meat,17/10/2025,25/10/2025,Quality Meats,204,High,4,15%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,261,Medium,3,20%
Apples,Produce,18/10/2025,08/11/2025,Orchard Gold,280,High,18,0%
Soda (6-pack),Beverage,05/06/2025,01/11/2025,Bubbly Co.,187,Medium,11,0%
Cheddar Cheese,Dairy,25/08/2025,26/10/2025,DairyLand,10,Low,5,15%
Fresh Milk,Dairy,11/10/2025,24/10/2025,FarmFresh,14,High,3,20%
Soda (6-pack),Beverage,23/08/2025,21/03/2026,Bubbly Co.,298,Low,151,0%
Soda (6-pack),Beverage,14/06/2025,14/11/2025,Bubbly Co.,126,High,24,0%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,195,Low,2,20%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,209,High,5,15%
Fresh Milk,Dairy,16/10/2025,28/10/2025,FarmFresh,247,Medium,7,10%
Soda (6-pack),Beverage,24/04/2025,24/11/2025,Bubbly Co.,215,Medium,34,0%
Cheddar Cheese,Dairy,22/08/2025,24/10/2025,DairyLand,93,Low,3,20%
Apples,Produce,18/10/2025,09/11/2025,Orchard Gold,75,High,19,0%
Apples,Produce,10/10/2025,30/10/2025,Orchard Gold,154,Medium,9,0%
Yogurt,Dairy,13/10/2025,29/10/2025,DairyLand,170,Medium,8,5%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,110,Low,4,15%
Cheddar Cheese,Dairy,15/10/2025,17/12/2025,DairyLand,244,High,57,0%
Chicken Breast,Meat,21/10/2025,26/10/2025,Quality Meats,154,Low,5,15%
Fresh Milk,Dairy,14/10/2025,25/10/2025,FarmFresh,177,High,4,0%
Cheddar Cheese,Dairy,10/10/2025,06/12/2025,DairyLand,146,Low,46,0%
Fresh Milk,Dairy,12/10/2025,26/10/2025,FarmFresh,116,Low,5,15%
Yogurt,Dairy,05/10/2025,26/10/2025,DairyLand,148,High,5,0%
Cheddar Cheese,Dairy,23/09/2025,22/11/2025,DairyLand,176,Medium,32,0%
Soda (6-pack),Beverage,28/09/2025,11/04/2026,Bubbly Co.,152,Medium,172,0%
Fresh Milk,Dairy,17/10/2025,28/10/2025,FarmFresh,234,Low,7,15%
Apples,Produce,12/10/2025,01/11/2025,Orchard Gold,163,High,11,0%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,116,High,3,20%
Yogurt,Dairy,11/10/2025,28/10/2025,DairyLand,119,Low,7,15%
Fresh Milk,Dairy,11/10/2025,23/10/2025,FarmFresh,167,Medium,2,20%
Yogurt,Dairy,14/10/2025,03/11/2025,DairyLand,286,Low,13,10%
Chicken Breast,Meat,21/10/2025,27/10/2025,Quality Meats,156,Medium,6,15%
Soda (6-pack),Beverage,12/05/2025,01/11/2025,Bubbly Co.,162,High,11,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,34,Medium,1,20%
Apples,Produce,17/10/2025,07/11/2025,Orchard Gold,261,Low,17,5%
Yogurt,Dairy,12/10/2025,02/11/2025,DairyLand,274,Medium,12,10%
Frozen Pizza,Frozen,23/07/2025,22/07/2026,QuickMeals,166,Medium,274,0%
Frozen Pizza,Frozen,07/06/2025,05/04/2026,QuickMeals,297,Low,166,0%
Apples,Produce,21/10/2025,15/11/2025,Orchard Gold,173,Medium,25,0%
Yogurt,Dairy,11/10/2025,29/10/2025,DairyLand,226,High,8,10%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,131,High,1,20%
Frozen Pizza,Frozen,16/09/2025,06/11/2026,QuickMeals,224,High,381,5%
Ground Beef,Meat,18/10/2025,22/10/2025,Quality Meats,176,Medium,1,20%
Apples,Produce,18/10/2025,08/11/2025,Orchard Gold,73,High,18,0%
Apples,Produce,20/10/2025,10/11/2025,Orchard Gold,239,Medium,20,0%
Ground Beef,Meat,20/10/2025,25/10/2025,Quality Meats,181,High,4,15%
Chicken Breast,Meat,18/10/2025,23/10/2025,Quality Meats,94,Low,2,20%
Chicken Breast,Meat,16/10/2025,22/10/2025,Quality Meats,243,Medium,1,20%
Soda (6-pack),Beverage,27/06/2025,11/01/2026,Bubbly Co.,62,Low,82,0%
Soda (6-pack),Beverage,09/08/2025,16/01/2026,Bubbly Co.,68,High,87,0%
Chicken Breast,Meat,20/10/2025,26/10/2025,Quality Meats,156,Low,5,20%
Cheddar Cheese,Dairy,24/08/2025,28/10/2025,DairyLand,299,High,7,10%
Chicken Breast,Meat,14/10/2025,22/10/2025,Quality Meats,193,Low,1,20%
Frozen Pizza,Frozen,31/03/2025,27/05/2026,QuickMeals,40,Medium,218,0%
Yogurt,Dairy,18/10/2025,04/11/2025,DairyLand,246,Low,14,10%
Apples,Produce,05/10/2025,02/11/2025,Orchard Gold,272,High,12,10%
Fresh Milk,Dairy,13/10/2025,23/10/2025,FarmFresh,41,High,2,20%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,109,Medium,2,20%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,168,High,2,20%
Chicken Breast,Meat,18/10/2025,23/10/2025,Quality Meats,146,High,2,20%
Soda (6-pack),Beverage,19/08/2025,03/02/2026,Bubbly Co.,246,Low,105,0%
Ground Beef,Meat,19/10/2025,24/10/2025,Quality Meats,98,Medium,3,20%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,199,Low,1,20%
Apples,Produce,13/10/2025,11/11/2025,Orchard Gold,218,Medium,21,0%
Cheddar Cheese,Dairy,09/10/2025,27/11/2025,DairyLand,14,Low,37,0%
Soda (6-pack),Beverage,24/08/2025,11/03/2026,Bubbly Co.,163,Medium,141,0%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,78,High,2,20%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,281,Medium,2,20%
Cheddar Cheese,Dairy,06/09/2025,11/11/2025,DairyLand,265,Low,21,5%
Bananas,Produce,20/10/2025,28/10/2025,Tropicana,58,Low,7,15%
Chicken Breast,Meat,19/10/2025,26/10/2025,Quality Meats,233,Medium,5,15%
Fresh Milk,Dairy,10/10/2025,23/10/2025,FarmFresh,23,Medium,2,20%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,235,Low,1,20%
Bananas,Produce,18/10/2025,27/10/2025,Tropicana,289,Low,6,15%
Frozen Pizza,Frozen,01/07/2025,25/05/2026,QuickMeals,244,Medium,216,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,208,Medium,1,20%
Soda (6-pack),Beverage,05/08/2025,12/01/2026,Bubbly Co.,231,Low,83,0%
Soda (6-pack),Beverage,21/08/2025,22/03/2026,Bubbly Co.,150,High,152,0%
Soda (6-pack),Beverage,28/05/2025,22/12/2025,Bubbly Co.,283,Low,62,0%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,85,Low,3,20%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,100,High,3,20%
Fresh Milk,Dairy,21/10/2025,31/10/2025,FarmFresh,234,Low,10,10%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,160,High,2,20%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,22,Medium,2,20%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,112,Low,2,20%
Chicken Breast,Meat,20/10/2025,25/10/2025,Quality Meats,257,Low,4,15%
Bananas,Produce,17/10/2025,24/10/2025,Tropicana,73,High,3,20%
Soda (6-pack),Beverage,05/06/2025,11/11/2025,Bubbly Co.,297,High,21,0%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,197,Low,2,20%
Chicken Breast,Meat,18/10/2025,24/10/2025,Quality Meats,231,Medium,3,20%
Chicken Breast,Meat,21/10/2025,28/10/2025,Quality Meats,30,Low,7,15%
Soda (6-pack),Beverage,01/10/2025,24/02/2026,Bubbly Co.,231,Medium,126,5%
Cheddar Cheese,Dairy,30/09/2025,26/11/2025,DairyLand,133,Low,36,0%
Apples,Produce,01/10/2025,27/10/2025,Orchard Gold,63,Low,6,15%
Soda (6-pack),Beverage,19/05/2025,25/11/2025,Bubbly Co.,52,Low,35,0%
Chicken Breast,Meat,21/10/2025,27/10/2025,Quality Meats,88,High,6,15%
Soda (6-pack),Beverage,29/05/2025,21/11/2025,Bubbly Co.,232,High,31,0%
Bananas,Produce,15/10/2025,22/10/2025,Tropicana,204,Medium,1,20%
Bananas,Produce,14/10/2025,22/10/2025,Tropicana,10,High,1,20%
Yogurt,Dairy,09/10/2025,01/11/2025,DairyLand,271,High,11,10%
Apples,Produce,07/10/2025,29/10/2025,Orchard Gold,264,High,8,10%
Soda (6-pack),Beverage,06/10/2025,09/03/2026,Bubbly Co.,116,Low,139,0%
Bananas,Produce,19/10/2025,26/10/2025,Tropicana,160,High,5,10%
Frozen Pizza,Frozen,08/10/2025,26/09/2026,QuickMeals,161,Medium,340,0%
Frozen Pizza,Frozen,09/09/2025,11/11/2026,QuickMeals,229,Medium,386,0%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,42,Low,1,20%
Cheddar Cheese,Dairy,06/10/2025,23/11/2025,DairyLand,86,Low,33,0%
Frozen Pizza,Frozen,09/02/2025,11/01/2026,QuickMeals,85,High,82,0%
Soda (6-pack),Beverage,14/07/2025,19/12/2025,Bubbly Co.,150,Low,59,0%
Soda (6-pack),Beverage,29/09/2025,10/04/2026,Bubbly Co.,93,Low,171,0%
Frozen Pizza,Frozen,14/03/2025,01/04/2026,QuickMeals,279,Medium,162,0%
Bananas,Produce,19/10/2025,27/10/2025,Tropicana,103,High,6,0%
Frozen Pizza,Frozen,22/03/2025,15/02/2026,QuickMeals,126,Medium,117,0%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,20,Low,2,20%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,268,High,3,20%
Yogurt,Dairy,10/10/2025,29/10/2025,DairyLand,170,Low,8,10%
Ground Beef,Meat,17/10/2025,22/10/2025,Quality Meats,142,Medium,1,20%
Cheddar Cheese,Dairy,10/10/2025,14/12/2025,DairyLand,246,Low,54,0%
Apples,Produce,10/10/2025,01/11/2025,Orchard Gold,16,Low,11,10%
Yogurt,Dairy,14/10/2025,03/11/2025,DairyLand,268,High,13,10%
Bananas,Produce,21/10/2025,27/10/2025,Tropicana,177,Medium,6,0%
Chicken Breast,Meat,18/10/2025,24/10/2025,Quality Meats,57,Medium,3,20%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,164,Low,4,15%
Bananas,Produce,14/10/2025,22/10/2025,Tropicana,161,High,1,20%
Bananas,Produce,14/10/2025,23/10/2025,Tropicana,37,Medium,2,20%
Fresh Milk,Dairy,16/10/2025,29/10/2025,FarmFresh,286,Medium,8,10%
Chicken Breast,Meat,20/10/2025,26/10/2025,Quality Meats,194,Medium,5,15%
Frozen Pizza,Frozen,05/10/2025,18/11/2026,QuickMeals,295,Low,393,0%
Cheddar Cheese,Dairy,25/08/2025,26/10/2025,DairyLand,164,High,5,0%
Fresh Milk,Dairy,17/10/2025,27/10/2025,FarmFresh,194,Medium,6,5%
Cheddar Cheese,Dairy,30/09/2025,19/11/2025,DairyLand,96,Low,29,0%
Fresh Milk,Dairy,20/10/2025,30/10/2025,FarmFresh,47,Medium,9,5%
Chicken Breast,Meat,21/10/2025,27/10/2025,Quality Meats,59,High,6,15%
Apples,Produce,10/10/2025,30/10/2025,Orchard Gold,114,Medium,9,0%
Ground Beef,Meat,18/10/2025,22/10/2025,Quality Meats,56,Medium,1,20%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,17,Medium,4,15%
Fresh Milk,Dairy,20/10/2025,30/10/2025,FarmFresh,27,Low,9,10%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,119,Medium,1,20%
Frozen Pizza,Frozen,07/09/2025,28/08/2026,QuickMeals,106,High,311,0%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,12,Low,2,20%
Fresh Milk,Dairy,21/10/2025,31/10/2025,FarmFresh,186,Low,10,0%
Soda (6-pack),Beverage,31/07/2025,18/02/2026,Bubbly Co.,205,Medium,120,5%
Cheddar Cheese,Dairy,21/10/2025,12/12/2025,DairyLand,268,High,52,0%
Yogurt,Dairy,15/10/2025,02/11/2025,DairyLand,210,High,12,10%
Soda (6-pack),Beverage,15/07/2025,18/12/2025,Bubbly Co.,246,Medium,58,0%
Apples,Produce,06/10/2025,27/10/2025,Orchard Gold,183,High,6,0%
Fresh Milk,Dairy,18/10/2025,28/10/2025,FarmFresh,278,Medium,7,10%
Fresh Milk,Dairy,12/10/2025,24/10/2025,FarmFresh,174,Low,3,20%
Apples,Produce,14/10/2025,06/11/2025,Orchard Gold,240,High,16,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,122,High,1,20%
Ground Beef,Meat,19/10/2025,24/10/2025,Quality Meats,217,Low,3,20%
Bananas,Produce,21/10/2025,29/10/2025,Tropicana,153,Low,8,10%
Yogurt,Dairy,19/10/2025,06/11/2025,DairyLand,90,Low,16,0%
Chicken Breast,Meat,16/10/2025,23/10/2025,Quality Meats,201,Low,2,20%
Soda (6-pack),Beverage,22/07/2025,13/12/2025,Bubbly Co.,92,Medium,53,0%
Bananas,Produce,21/10/2025,30/10/2025,Tropicana,186,Medium,9,0%
Frozen Pizza,Frozen,16/05/2025,04/06/2026,QuickMeals,71,Medium,226,0%
Frozen Pizza,Frozen,15/12/2024,24/02/2026,QuickMeals,63,Low,126,0%
Apples,Produce,10/10/2025,02/11/2025,Orchard Gold,97,High,12,0%
Cheddar Cheese,Dairy,07/09/2025,04/11/2025,DairyLand,273,Medium,14,10%
Apples,Produce,27/09/2025,24/10/2025,Orchard Gold,134,Low,3,20%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,274,Low,2,20%
Fresh Milk,Dairy,12/10/2025,22/10/2025,FarmFresh,111,High,1,0%
Frozen Pizza,Frozen,18/07/2025,12/09/2026,QuickMeals,41,Medium,326,0%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,187,Low,2,20%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,154,Medium,2,20%
Apples,Produce,07/10/2025,03/11/2025,Orchard Gold,71,Medium,13,0%
Yogurt,Dairy,17/10/2025,05/11/2025,DairyLand,138,Medium,15,0%
Soda (6-pack),Beverage,12/10/2025,24/03/2026,Bubbly Co.,30,High,154,0%
Apples,Produce,06/10/2025,29/10/2025,Orchard Gold,254,Medium,8,10%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,244,Medium,1,20%
Chicken Breast,Meat,18/10/2025,24/10/2025,Quality Meats,284,High,3,20%
Bananas,Produce,17/10/2025,25/10/2025,Tropicana,75,High,4,0%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,51,Medium,4,15%
Bananas,Produce,21/10/2025,27/10/2025,Tropicana,83,Medium,6,0%
Yogurt,Dairy,12/10/2025,03/11/2025,DairyLand,252,Low,13,10%
Bananas,Produce,16/10/2025,25/10/2025,Tropicana,238,Medium,4,10%
Chicken Breast,Meat,17/10/2025,24/10/2025,Quality Meats,16,High,3,20%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,175,Medium,2,20%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,72,Low,3,20%
Bananas,Produce,15/10/2025,22/10/2025,Tropicana,225,High,1,20%
Chicken Breast,Meat,19/10/2025,25/10/2025,Quality Meats,134,Low,4,15%
Frozen Pizza,Frozen,06/04/2025,07/05/2026,QuickMeals,269,High,198,0%
Yogurt,Dairy,20/10/2025,10/11/2025,DairyLand,292,Low,20,5%
Yogurt,Dairy,12/10/2025,01/11/2025,DairyLand,72,Low,11,10%
Cheddar Cheese,Dairy,02/09/2025,07/11/2025,DairyLand,264,Low,17,5%
Chicken Breast,Meat,18/10/2025,25/10/2025,Quality Meats,107,High,4,15%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,46,High,1,20%
Cheddar Cheese,Dairy,21/09/2025,15/11/2025,DairyLand,283,High,25,0%
Apples,Produce,16/10/2025,09/11/2025,Orchard Gold,132,Low,19,0%
Chicken Breast,Meat,15/10/2025,22/10/2025,Quality Meats,88,High,1,20%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,251,Low,2,20%
Fresh Milk,Dairy,09/10/2025,23/10/2025,FarmFresh,107,Medium,2,20%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,264,Medium,5,15%
Cheddar Cheese,Dairy,10/10/2025,16/12/2025,DairyLand,119,Medium,56,0%
Apples,Produce,08/10/2025,28/10/2025,Orchard Gold,114,Medium,7,0%
Yogurt,Dairy,20/10/2025,10/11/2025,DairyLand,60,High,20,0%
Chicken Breast,Meat,19/10/2025,27/10/2025,Quality Meats,53,Medium,6,15%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,52,Medium,1,20%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,177,Medium,1,20%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,154,High,2,20%
Apples,Produce,02/10/2025,25/10/2025,Orchard Gold,141,Low,4,15%
Bananas,Produce,18/10/2025,26/10/2025,Tropicana,115,High,5,0%
Soda (6-pack),Beverage,05/05/2025,05/11/2025,Bubbly Co.,140,Low,15,0%
Apples,Produce,04/10/2025,24/10/2025,Orchard Gold,139,Medium,3,20%
Soda (6-pack),Beverage,03/09/2025,01/03/2026,Bubbly Co.,168,Medium,131,0%
Chicken Breast,Meat,19/10/2025,24/10/2025,Quality Meats,44,Medium,3,20%
Fresh Milk,Dairy,16/10/2025,25/10/2025,FarmFresh,101,Low,4,15%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,203,Low,1,20%
Chicken Breast,Meat,15/10/2025,22/10/2025,Quality Meats,35,Low,1,20%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,22,High,1,20%
Yogurt,Dairy,16/10/2025,03/11/2025,DairyLand,35,Low,13,10%
Soda (6-pack),Beverage,22/07/2025,02/01/2026,Bubbly Co.,100,High,73,0%
Frozen Pizza,Frozen,22/01/2025,23/02/2026,QuickMeals,157,Low,125,0%
Yogurt,Dairy,07/10/2025,30/10/2025,DairyLand,25,Low,9,10%
Apples,Produce,06/10/2025,28/10/2025,Orchard Gold,291,Low,7,15%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,267,Medium,3,20%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,227,Low,3,20%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,223,Medium,2,20%
Cheddar Cheese,Dairy,06/09/2025,13/11/2025,DairyLand,232,Medium,23,0%
Frozen Pizza,Frozen,19/08/2025,15/07/2026,QuickMeals,221,Low,267,0%
Cheddar Cheese,Dairy,02/10/2025,12/12/2025,DairyLand,125,Low,52,0%
Yogurt,Dairy,18/10/2025,08/11/2025,DairyLand,49,High,18,0%
Soda (6-pack),Beverage,05/06/2025,03/01/2026,Bubbly Co.,172,High,74,0%
Chicken Breast,Meat,20/10/2025,27/10/2025,Quality Meats,93,Medium,6,15%
Bananas,Produce,19/10/2025,26/10/2025,Tropicana,291,Low,5,15%
Fresh Milk,Dairy,21/10/2025,01/11/2025,FarmFresh,116,High,11,0%
Frozen Pizza,Frozen,16/10/2024,27/10/2025,QuickMeals,211,Low,6,15%
Apples,Produce,11/10/2025,03/11/2025,Orchard Gold,152,Low,13,10%
Fresh Milk,Dairy,19/10/2025,02/11/2025,FarmFresh,170,High,12,0%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,107,High,2,20%
Cheddar Cheese,Dairy,30/09/2025,21/11/2025,DairyLand,230,Low,31,0%
Soda (6-pack),Beverage,26/08/2025,24/03/2026,Bubbly Co.,267,Medium,154,20%
Cheddar Cheese,Dairy,05/09/2025,03/11/2025,DairyLand,298,High,13,10%
Chicken Breast,Meat,20/10/2025,26/10/2025,Quality Meats,150,Low,5,15%
Chicken Breast,Meat,18/10/2025,26/10/2025,Quality Meats,140,Medium,5,15%
Yogurt,Dairy,14/10/2025,30/10/2025,DairyLand,197,Low,9,10%
Cheddar Cheese,Dairy,17/10/2025,12/12/2025,DairyLand,234,High,52,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,98,Low,1,5%
Frozen Pizza,Frozen,07/05/2025,14/06/2026,QuickMeals,91,Medium,236,0%
Soda (6-pack),Beverage,01/08/2025,23/12/2025,Bubbly Co.,185,High,63,0%
Soda (6-pack),Beverage,28/09/2025,30/03/2026,Bubbly Co.,29,High,160,0%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,50,Low,4,15%
Apples,Produce,14/10/2025,04/11/2025,Orchard Gold,230,Low,14,10%
Apples,Produce,21/10/2025,14/11/2025,Orchard Gold,82,Low,24,0%
