Category,Days_Left,Stock_Available,Sales_Last_Week,Target_Discount
Meat,78,149,45,0.0
Beverage,11,13,24,2.38
Produce,37,53,52,0.0
Frozen,10,66,75,6.39
Produce,7,163,9,28.3
Beverage,36,191,46,3.97
Pantry,23,122,70,1.06
Produce,11,84,27,7.95
Frozen,55,139,86,0.0
Frozen,67,109,79,0.0
Frozen,34,67,29,0.0
Produce,17,107,92,6.65
Produce,45,86,31,0.0
Meat,6,128,83,24.34
Beverage,50,64,82,0.0
Pantry,1,70,84,34.73
Beverage,26,127,21,2.72
Beverage,49,127,0,0.0
Frozen,77,166,37,1.61
Pantry,35,184,21,2.98
Dairy,63,34,64,0.0
Dairy,30,128,36,0.0
Pantry,48,138,72,0.0
Dairy,20,86,75,4.0
Produce,80,80,31,0.28
Frozen,68,118,58,0.0
Bakery,70,83,22,0.0
Pantry,84,75,16,0.0
Pantry,36,126,38,1.03
Frozen,53,77,35,0.0
Pantry,7,62,10,12.31
Bakery,4,23,52,33.44
Produce,24,14,37,0.01
Meat,46,93,37,3.22
Beverage,4,94,10,23.0
Bakery,31,153,70,3.03
Dairy,85,116,28,0.0
Pantry,1,147,22,36.89
Frozen,67,21,55,0.0
Bakery,38,123,20,0.92
Meat,78,40,29,0.73
Frozen,11,197,82,8.67
Produce,41,172,18,0.0
Beverage,38,50,93,0.83
Produce,29,62,6,0.0
Beverage,40,106,88,3.45
Produce,81,133,87,0.0
Bakery,14,56,81,7.88
Bakery,29,110,88,0.0
Frozen,68,53,26,0.0
Pantry,60,22,17,0.0
Dairy,38,183,64,0.2
Produce,65,85,6,0.0
Pantry,64,109,34,0.51
Bakery,17,100,67,7.72
Pantry,3,134,71,27.28
Dairy,73,20,45,0.0
Beverage,17,32,52,0.48
Produce,71,105,27,0.0
Beverage,17,170,36,0.0
Produce,14,84,64,2.89
Dairy,87,38,96,0.0
Frozen,65,59,80,3.02
Meat,12,94,29,7.88
Frozen,29,163,9,0.0
Frozen,88,42,53,0.0
Pantry,49,16,24,0.33
Beverage,44,61,2,0.0
Dairy,69,185,15,0.0
Dairy,15,121,73,5.19
Dairy,23,99,49,1.07
Produce,11,111,73,11.52
Produce,8,13,16,10.04
Bakery,43,164,18,0.02
Pantry,2,53,15,33.45
Beverage,2,56,49,29.37
Bakery,67,53,50,1.91
Pantry,57,28,34,1.22
Frozen,13,116,68,2.11
Meat,84,113,36,2.03
Bakery,75,165,79,2.34
Bakery,81,53,87,0.0
Beverage,2,75,14,25.6
Meat,31,48,64,0.0
Meat,83,78,58,0.0
Frozen,58,122,59,0.0
Beverage,32,192,26,0.78
Bakery,15,100,24,2.34
Beverage,12,196,69,5.12
Produce,81,105,17,0.0
Frozen,40,165,97,0.15
Meat,86,32,95,0.0
Bakery,7,63,71,19.39
Beverage,33,134,94,0.0
Frozen,19,172,61,2.16
Meat,13,116,19,8.48
Produce,23,39,61,3.38
Bakery,27,52,70,3.54
Meat,32,46,59,0.0
Meat,35,57,79,0.23
Pantry,83,150,49,0.35
Dairy,54,161,73,1.66
Frozen,69,198,91,1.37
Bakery,32,87,47,0.4
Pantry,8,101,31,9.33
Bakery,19,31,34,3.11
Frozen,55,18,3,1.16
Meat,38,45,92,0.0
Pantry,15,187,70,0.6
Beverage,24,175,39,1.42
Meat,4,160,46,33.23
Bakery,36,124,69,2.43
Bakery,72,195,28,1.69
Dairy,39,51,19,0.01
Produce,25,11,85,2.49
Meat,4,88,18,39.24
Bakery,6,120,11,28.87
Frozen,82,125,77,0.0
Pantry,38,72,12,2.77
Dairy,54,83,50,0.0
Frozen,23,45,78,2.44
Meat,11,48,92,13.7
Bakery,80,150,22,4.22
Frozen,11,10,11,8.59
Produce,71,139,56,0.1
Produce,49,40,48,3.61
Produce,81,26,4,0.0
Dairy,46,111,7,0.0
Dairy,59,115,28,0.41
Beverage,67,96,29,3.04
Bakery,48,59,43,1.33
Frozen,55,194,59,0.0
Beverage,82,169,71,0.0
Produce,77,92,29,0.79
Frozen,9,175,34,8.03
Produce,22,191,2,4.15
Beverage,47,152,55,0.0
Frozen,76,24,11,3.09
Pantry,56,114,59,0.83
Meat,36,151,7,0.0
Bakery,50,22,99,1.2
Pantry,24,83,49,1.66
Bakery,23,33,33,0.83
Beverage,55,196,8,0.0
Bakery,73,121,24,1.66
Produce,71,98,13,1.95
Pantry,30,166,37,0.0
Produce,2,171,96,35.48
Beverage,37,159,40,5.42
Frozen,42,121,20,1.41
Frozen,77,64,61,0.0
Beverage,26,10,51,1.46
Meat,63,164,82,0.0
Frozen,84,42,54,0.0
Dairy,19,47,58,4.09
Meat,58,195,85,0.0
Bakery,55,84,37,0.77
Produce,4,31,81,32.03
Meat,24,125,58,0.0
Bakery,19,27,14,1.99
Meat,21,49,88,5.16
Beverage,85,191,7,0.01
Bakery,62,60,35,2.07
Frozen,65,187,44,0.05
Bakery,46,96,0,0.0
Pantry,8,61,94,9.11
Frozen,7,53,54,4.48
Produce,85,113,5,1.41
Meat,89,104,6,2.87
Bakery,24,132,47,5.3
Pantry,16,146,50,6.79
Frozen,17,183,42,3.78
Produce,69,116,14,1.9
Bakery,9,124,88,12.14
Bakery,69,73,2,1.19
Frozen,52,44,88,1.18
Frozen,33,121,87,2.3
Produce,21,192,84,3.31
Pantry,10,71,52,8.69
Frozen,54,52,60,0.0
Frozen,84,153,34,0.0
Produce,26,30,85,1.05
Meat,89,23,9,0.0
Meat,46,66,29,1.76
Dairy,82,86,1,0.0
Produce,69,41,26,1.6
Pantry,53,12,44,3.49
Pantry,22,120,40,5.94
Produce,21,164,55,1.29
Produce,71,64,49,0.0
Beverage,5,173,42,15.79
Beverage,7,24,59,10.73
Frozen,48,116,75,0.22
Frozen,74,60,76,0.0
Frozen,70,97,98,0.0
Produce,15,144,56,2.54
Meat,81,139,40,0.0
Pantry,73,158,40,0.14
Beverage,58,54,80,0.71
Pantry,28,165,10,1.76
Produce,22,63,59,0.0
Bakery,44,30,80,1.75
Pantry,20,16,6,1.79
Bakery,86,70,45,0.0
Frozen,52,37,20,1.41
Beverage,28,88,10,0.0
Produce,35,14,43,0.0
Frozen,64,128,90,0.0
Meat,34,89,53,0.0
Produce,77,42,19,0.41
Meat,2,134,64,37.8
Produce,29,186,67,2.78
Pantry,88,156,31,3.15
Produce,85,45,67,0.0
Pantry,15,30,43,2.67
Beverage,16,75,47,2.93
Produce,71,31,71,0.0
Frozen,11,111,54,5.3
Bakery,40,165,41,0.47
Dairy,1,190,69,48.72
Meat,7,49,12,12.24
Bakery,82,131,60,2.61
Beverage,53,162,88,0.0
Beverage,34,142,79,1.33
Pantry,88,57,7,1.24
Dairy,63,194,71,1.34
Bakery,30,57,45,0.0
Dairy,37,169,52,1.55
Pantry,86,64,15,2.54
Produce,32,165,23,2.33
Beverage,42,143,47,0.0
Dairy,76,153,96,0.96
Pantry,89,163,63,0.0
Beverage,77,172,65,0.0
Pantry,53,160,70,2.22
Pantry,2,95,56,30.05
Pantry,26,143,6,4.32
Pantry,21,54,8,1.55
Beverage,58,25,40,3.57
Meat,29,147,72,0.0
Produce,35,15,22,0.0
Frozen,64,141,92,0.0
Produce,76,181,58,0.48
Beverage,54,11,90,0.01
Bakery,88,13,50,0.16
Pantry,51,55,48,0.0
Pantry,62,32,72,2.86
Meat,89,132,51,0.0
Pantry,22,21,75,2.51
Bakery,51,150,43,2.21
Bakery,83,74,49,2.91
Beverage,29,194,23,0.0
Produce,46,42,90,2.56
Frozen,29,133,73,0.74
Pantry,39,61,3,0.0
Pantry,74,158,60,0.0
Dairy,25,142,25,3.14
Pantry,62,95,66,0.0
Pantry,38,79,62,2.89
Dairy,39,137,64,0.0
Bakery,61,49,73,0.0
Frozen,11,159,50,6.66
Produce,71,63,2,2.19
Bakery,59,91,68,0.0
Bakery,79,175,26,2.47
Bakery,88,61,58,0.87
Frozen,85,48,60,1.36
Produce,44,10,9,2.27
Meat,63,104,21,0.0
Produce,57,159,77,0.0
Beverage,24,101,1,2.28
Frozen,46,45,8,1.07
Frozen,47,169,66,0.32
Dairy,14,180,0,7.82
Beverage,14,180,41,2.53
Produce,34,118,25,0.0
Beverage,87,19,44,2.18
Beverage,27,44,59,0.0
Meat,7,135,91,18.08
Dairy,74,17,84,0.0
Frozen,1,20,90,25.25
Bakery,42,73,89,0.0
Beverage,40,56,80,0.0
Beverage,25,104,91,0.33
Produce,31,198,26,0.0
Dairy,80,129,74,0.0
Dairy,80,135,1,0.0
Pantry,69,20,96,3.25
Bakery,85,148,10,0.66
Meat,32,74,95,0.0
Pantry,48,160,84,0.0
Bakery,80,172,48,0.0
Pantry,78,47,9,0.0
Meat,66,51,85,0.52
Bakery,78,111,82,0.0
Dairy,31,44,48,0.0
Beverage,77,89,54,1.27
Dairy,15,22,17,5.0
Dairy,32,197,54,1.87
Bakery,50,76,76,0.0
Produce,63,175,18,4.79
Beverage,87,196,81,1.06
Dairy,16,13,73,5.35
Bakery,82,148,25,0.0
Pantry,80,114,49,2.93
Meat,43,174,83,3.02
Produce,87,146,23,0.0
Beverage,57,83,1,0.06
Pantry,26,135,24,0.0
Meat,22,195,77,3.2
Dairy,51,47,29,2.05
Pantry,26,77,15,0.56
Produce,81,148,0,1.48
Beverage,73,60,79,1.15
Dairy,66,23,66,0.11
Dairy,46,149,50,0.0
Dairy,17,35,51,3.63
Meat,21,138,34,1.4
Produce,33,24,93,0.0
Pantry,41,141,16,0.0
Dairy,25,12,42,0.0
Frozen,7,153,36,8.26
Meat,18,82,68,4.47
Meat,65,62,42,3.59
Bakery,38,125,66,1.64
Produce,65,27,97,0.0
Bakery,22,65,35,4.33
Beverage,65,37,29,2.77
Meat,63,185,21,0.0
Pantry,70,194,79,2.66
Bakery,76,49,91,0.0
Dairy,65,145,96,0.0
Frozen,37,126,54,0.61
Bakery,20,122,87,4.45
Frozen,38,10,49,1.3
Bakery,46,143,58,0.0
Bakery,26,45,30,2.6
Meat,8,181,67,12.51
Beverage,60,133,41,3.08
Beverage,87,86,97,0.0
Beverage,52,74,90,0.0
Pantry,60,140,81,0.0
Bakery,71,72,32,0.0
Pantry,65,140,6,1.63
Produce,68,132,38,0.0
Pantry,56,17,94,0.0
Dairy,37,63,84,0.58
Pantry,47,65,23,0.0
Meat,73,46,44,0.58
Pantry,30,38,84,0.0
Meat,14,191,52,4.74
Produce,52,95,59,0.0
Produce,64,26,3,0.0
Produce,55,34,52,0.15
Meat,78,119,78,0.0
Frozen,59,135,94,2.1
Bakery,57,195,7,0.69
Meat,84,158,15,0.0
Bakery,57,52,33,0.19
Bakery,27,177,40,1.59
Produce,62,124,2,0.0
Bakery,55,86,82,0.0
Pantry,86,109,59,1.74
Produce,28,184,91,0.3
Pantry,20,98,50,0.0
Dairy,38,132,89,2.34
Beverage,14,156,38,7.31
Beverage,87,16,40,3.15
Produce,59,26,53,2.73
Beverage,45,128,13,2.62
Produce,30,183,72,0.0
Frozen,55,57,73,0.13
Bakery,62,103,60,1.73
Pantry,33,84,21,0.0
Produce,84,50,88,1.1
Beverage,23,162,95,1.68
Frozen,62,56,26,0.93
Produce,24,142,99,4.17
Beverage,84,125,20,0.0
Bakery,88,154,4,0.0
Meat,65,41,36,0.0
Pantry,68,178,23,1.75
Pantry,78,177,23,0.0
Beverage,77,143,50,0.0
Bakery,70,165,87,2.63
Frozen,24,31,49,3.42
Beverage,70,165,82,0.0
Meat,30,153,75,0.0
Produce,56,126,44,0.94
Pantry,1,87,85,37.47
Pantry,23,62,83,2.05
Dairy,14,95,59,1.54
Dairy,21,161,53,0.0
Pantry,4,100,9,28.09
Beverage,84,88,84,0.16
Pantry,86,146,47,0.0
Frozen,37,129,12,0.0
Dairy,58,62,48,2.2
Produce,38,80,19,0.0
Produce,89,188,44,2.23
Produce,39,41,45,0.65
Meat,26,144,11,0.0
Frozen,85,187,99,0.27
Pantry,43,151,24,1.25
Bakery,86,119,27,0.0
Produce,72,14,92,0.0
Produce,51,62,44,2.22
Meat,29,93,62,1.41
Produce,53,126,60,0.0
Bakery,28,196,76,1.34
Bakery,27,88,70,0.57
Beverage,37,191,96,0.0
Beverage,19,51,0,2.53
Meat,59,171,47,1.05
Frozen,54,52,77,0.1
Beverage,86,18,76,3.71
Meat,17,55,88,3.09
Beverage,76,184,55,0.0
Beverage,64,132,11,2.54
Meat,66,149,22,0.0
Beverage,76,28,77,0.0
Produce,82,86,49,0.0
Dairy,37,117,33,0.0
Bakery,85,43,65,0.0
Meat,63,82,90,1.69
Pantry,3,175,14,36.11
Frozen,56,14,63,0.0
Frozen,26,93,75,0.15
Bakery,29,115,52,3.73
Dairy,54,69,92,2.8
Dairy,3,87,43,29.92
Pantry,23,119,98,3.09
Frozen,20,46,90,0.17
Bakery,52,122,22,2.87
Frozen,58,183,42,0.0
Pantry,76,27,54,1.23
Produce,87,162,46,2.36
Frozen,78,24,84,3.67
Produce,30,17,63,0.95
Frozen,57,31,7,2.57
Beverage,50,137,23,1.67
Dairy,29,186,83,5.02
Frozen,38,100,36,1.3
Dairy,67,137,0,0.0
Bakery,44,45,74,0.0
Pantry,87,157,36,1.03
Dairy,58,154,59,0.0
Pantry,79,164,13,2.36
Pantry,34,23,27,0.0
Meat,72,199,49,0.0
Frozen,26,58,51,1.07
Dairy,78,166,57,1.55
Pantry,44,76,85,1.14
Meat,17,176,71,0.74
Frozen,27,112,68,0.0
Pantry,27,63,80,0.0
Frozen,30,25,90,0.91
Beverage,34,188,0,0.0
Beverage,36,176,11,0.0
Produce,18,86,63,5.69
Produce,63,30,30,0.0
Beverage,53,148,86,0.07
Produce,15,132,1,7.42
Dairy,48,129,70,0.0
Dairy,1,126,13,50.0
Pantry,66,145,25,0.0
Produce,59,147,33,0.0
Frozen,11,88,22,5.0
Bakery,68,42,92,0.58
Bakery,12,105,96,7.49
Pantry,48,154,7,1.0
Dairy,40,151,43,0.0
Pantry,60,80,57,0.0
Produce,22,170,37,1.86
Meat,35,10,79,2.13
Frozen,63,79,76,2.19
Pantry,75,20,55,3.56
Produce,81,172,35,2.67
Beverage,45,67,33,0.0
Produce,86,164,37,2.72
Frozen,77,184,46,0.0
Bakery,21,46,80,4.75
Frozen,82,70,8,0.22
Produce,20,187,69,1.98
Beverage,49,101,97,0.79
Produce,36,173,70,0.0
Beverage,11,15,26,4.66
Produce,63,16,51,0.0
Frozen,44,189,56,0.0
Frozen,51,167,21,0.0
Frozen,32,163,0,0.0
Beverage,89,78,78,4.25
Beverage,11,105,95,4.68
Frozen,15,114,75,3.58
Pantry,67,184,15,4.55
Frozen,43,158,77,0.0
Dairy,11,88,45,9.37
Frozen,37,65,9,2.34
Bakery,28,49,13,0.0
Dairy,1,112,47,45.34
Meat,71,116,95,0.0
Produce,78,56,3,1.02
Bakery,89,122,5,1.5
Bakery,41,112,62,2.78
Frozen,15,113,65,2.46
Dairy,2,24,28,41.44
Produce,12,150,14,9.62
Bakery,25,196,91,0.0
Dairy,84,114,90,2.66
Bakery,39,20,66,0.0
Dairy,47,19,53,1.46
Bakery,74,117,32,0.0
Produce,44,144,32,2.53
Beverage,88,114,60,0.0
Dairy,48,41,39,0.0
Beverage,53,145,40,0.0
Pantry,24,165,95,1.55
Pantry,86,162,75,0.0
Dairy,38,38,69,0.0
Pantry,2,121,16,30.6
Frozen,79,14,52,1.23
Bakery,27,43,19,1.15
Produce,71,167,84,0.0
Produce,84,99,31,1.78
Dairy,18,63,78,4.61
Bakery,2,91,83,43.05
Bakery,17,184,8,9.17
Beverage,5,34,27,17.75
Beverage,65,174,21,3.64
Bakery,23,11,44,0.22
Beverage,12,159,14,5.17
Frozen,9,146,91,5.93
Dairy,24,197,0,5.7
Bakery,24,170,58,4.49
Beverage,39,181,21,0.0
Bakery,28,127,35,4.25
Beverage,74,49,61,0.85
Bakery,59,85,83,0.0
Pantry,3,114,97,25.45
Meat,50,143,72,0.0
Meat,70,108,3,0.0
Beverage,9,85,19,10.81
Beverage,40,79,82,0.0
Produce,58,100,56,0.0
Meat,13,20,13,8.04
Dairy,30,157,28,0.0
Dairy,87,47,85,0.0
Beverage,35,85,3,1.58
Meat,1,170,26,50.0
Dairy,57,34,64,0.0
Bakery,12,199,13,14.37
Bakery,48,79,77,0.77
Frozen,8,187,74,6.22
Dairy,41,168,62,1.26
Meat,45,174,15,0.0
Produce,61,81,55,1.1
Produce,25,195,68,0.0
Meat,35,125,90,0.0
Beverage,32,101,41,1.25
Frozen,25,37,29,1.19
Frozen,56,113,59,0.0
Beverage,66,69,6,0.05
Dairy,19,18,28,5.65
Pantry,9,66,42,9.65
Bakery,22,124,64,5.43
Frozen,8,59,69,8.9
Produce,26,49,96,2.2
Bakery,23,147,87,1.97
Beverage,11,114,4,11.88
Produce,48,38,89,2.4
Pantry,82,125,99,3.36
Beverage,58,185,89,0.34
Beverage,62,67,53,4.63
Frozen,10,179,97,7.31
Bakery,83,63,40,0.55
Meat,1,160,87,50.0
Meat,25,149,5,0.0
Beverage,57,66,14,2.6
Dairy,50,75,37,0.0
Frozen,35,30,32,2.89
Produce,30,101,88,0.0
Bakery,51,63,59,0.0
Produce,47,165,85,0.05
Dairy,69,114,12,0.0
Pantry,7,113,73,11.17
Frozen,26,194,94,2.6
Bakery,22,60,30,0.0
Beverage,74,32,27,0.9
Meat,50,129,47,0.0
Dairy,43,176,70,2.09
Pantry,83,137,55,2.21
Frozen,75,27,46,0.0
Dairy,53,72,17,1.82
Pantry,52,160,92,0.0
Produce,52,50,30,0.0
Produce,45,165,0,0.0
Beverage,71,130,1,0.0
Meat,29,198,19,0.0
Dairy,30,107,19,0.07
Dairy,69,147,42,0.0
Frozen,69,32,33,0.0
Bakery,35,145,76,0.0
Pantry,13,170,48,3.88
Pantry,89,45,2,0.11
Beverage,27,31,2,4.06
Produce,36,30,72,0.0
Frozen,73,66,96,0.0
Meat,45,185,20,0.22
Dairy,19,105,38,2.7
Frozen,54,172,29,0.0
Dairy,81,118,53,0.0
Beverage,7,28,46,13.92
Bakery,88,33,37,0.73
Dairy,77,125,93,2.26
Frozen,31,32,13,1.53
Beverage,27,91,5,2.34
Frozen,34,53,61,0.2
Produce,52,86,96,1.45
Dairy,20,88,82,1.93
Produce,36,198,51,0.67
Dairy,33,33,78,1.2
Produce,12,70,82,7.03
Frozen,42,164,65,0.12
Pantry,34,85,60,1.1
Beverage,39,183,72,2.51
Produce,21,105,75,2.81
Frozen,59,49,57,0.91
Dairy,44,119,48,0.41
Meat,1,74,37,50.0
Dairy,19,176,27,3.11
Dairy,84,162,63,2.94
Dairy,29,150,14,0.09
Dairy,55,129,25,0.0
Dairy,47,102,39,0.66
Meat,48,146,98,0.0
Bakery,77,112,77,0.0
Produce,71,131,57,0.0
Meat,32,60,87,5.14
Bakery,76,113,18,1.18
Bakery,44,20,50,0.0
Meat,79,34,23,0.0
Bakery,64,21,2,0.0
Meat,24,85,23,2.63
Meat,27,188,67,0.0
Beverage,60,97,43,0.0
Pantry,38,117,32,1.58
Beverage,81,123,30,0.0
Produce,59,159,22,0.0
Pantry,29,107,95,1.94
Pantry,79,186,78,0.47
Meat,57,118,68,1.34
Produce,20,195,55,2.77
Frozen,10,123,19,7.8
Meat,46,110,73,0.0
Produce,22,92,33,1.4
Frozen,32,105,67,3.79
Frozen,46,104,22,3.61
Beverage,39,11,42,1.18
Beverage,20,151,59,0.73
Dairy,11,138,99,9.88
Bakery,49,165,56,0.0
Dairy,21,173,99,4.31
Frozen,54,15,84,0.0
Frozen,13,20,23,1.22
Dairy,88,31,54,0.0
Bakery,22,153,2,3.74
Beverage,80,17,84,0.0
Dairy,45,38,7,0.0
Meat,44,184,56,2.04
Frozen,67,63,78,0.73
Meat,85,23,36,0.0
Meat,34,67,49,0.28
Bakery,1,90,65,50.0
Produce,13,144,21,6.32
Beverage,27,126,0,0.0
Pantry,46,170,30,0.85
Beverage,27,185,23,0.85
Dairy,9,17,83,15.17
Produce,72,60,70,0.0
Dairy,61,194,12,0.0
Dairy,57,36,62,4.16
Frozen,81,38,73,0.0
Meat,49,57,97,0.0
Meat,55,110,17,0.0
Dairy,40,24,19,0.0
Produce,3,111,6,50.0
Produce,34,199,25,0.0
Produce,58,86,34,1.15
Frozen,25,193,49,1.83
Produce,54,157,83,0.0
Bakery,74,164,90,3.81
Frozen,40,197,81,0.0
Produce,12,145,54,8.77
Produce,58,182,55,2.11
Dairy,9,112,92,6.87
Meat,21,170,19,5.23
Beverage,48,126,16,3.25
Beverage,31,162,6,0.0
Pantry,39,29,73,0.0
Dairy,43,12,3,0.56
Frozen,85,134,29,0.12
Dairy,42,153,93,0.0
Pantry,39,91,95,0.0
Produce,22,41,7,0.84
Produce,66,102,26,2.42
Beverage,63,77,56,0.61
Dairy,60,95,1,0.0
Produce,19,130,30,6.79
Bakery,4,54,63,37.67
Beverage,4,193,29,24.5
Beverage,79,187,53,0.21
Frozen,78,73,90,1.99
Dairy,79,123,91,0.0
Dairy,88,173,90,2.69
Dairy,54,103,25,0.0
Pantry,64,182,70,0.0
Dairy,42,172,55,0.75
Beverage,87,90,21,2.27
Dairy,54,116,27,0.9
Produce,38,146,78,0.0
Dairy,56,109,64,1.56
Meat,57,186,83,0.92
Bakery,41,164,5,0.56
Dairy,11,149,2,15.66
Frozen,36,187,16,0.77
Dairy,43,62,96,1.04
Bakery,78,64,56,1.83
Frozen,49,121,54,0.0
Bakery,42,186,7,0.0
Meat,77,32,2,1.2
Produce,40,158,63,0.0
Produce,15,19,35,2.77
Pantry,76,106,62,0.01
Beverage,25,176,9,0.0
Frozen,50,56,73,0.71
Produce,65,118,42,0.0
Pantry,26,35,2,0.05
Meat,3,121,78,30.13
Produce,16,85,67,3.65
Bakery,47,55,38,0.0
Frozen,9,171,47,6.53
Frozen,22,37,49,2.09
Bakery,35,170,77,0.0
Produce,35,150,41,2.96
Bakery,87,114,47,1.14
Meat,51,76,40,0.0
Produce,76,108,29,0.65
Pantry,62,34,58,0.0
Produce,66,22,34,4.59
Beverage,41,36,75,0.0
Pantry,84,53,52,0.0
Frozen,37,12,18,0.0
Beverage,88,178,54,4.04
Frozen,23,64,19,0.0
Dairy,6,107,51,23.97
Pantry,13,118,3,9.82
Frozen,5,28,92,18.21
Pantry,56,49,27,0.66
Beverage,24,186,59,0.83
Meat,49,64,20,0.0
Dairy,62,135,20,0.0
Frozen,76,40,85,0.0
Beverage,3,13,20,29.42
Produce,67,197,80,1.0
Beverage,67,72,71,0.0
Dairy,12,52,51,8.1
Bakery,31,118,87,0.0
Bakery,60,145,6,2.5
Frozen,27,87,17,1.36
Beverage,59,14,42,0.97
Pantry,68,163,8,1.04
Produce,15,161,9,6.19
Beverage,21,195,62,4.49
Dairy,67,11,81,0.0
Frozen,48,198,29,0.0
Pantry,45,40,40,0.0
Frozen,17,139,82,1.99
Pantry,32,73,40,0.63
Meat,41,144,11,0.07
Beverage,58,103,91,0.0
Beverage,26,195,88,3.15
Beverage,44,151,43,0.0
Beverage,42,111,48,0.0
Bakery,53,156,88,0.0
Produce,16,73,84,6.64
Beverage,37,141,18,1.0
Frozen,78,47,31,0.0
Meat,61,34,77,0.0
Meat,23,173,72,4.05
Frozen,82,162,41,2.12
Pantry,77,164,69,0.9
Frozen,6,148,81,11.11
Frozen,69,25,11,0.0
Frozen,32,88,50,0.0
Bakery,57,25,39,0.0
Beverage,84,159,40,0.0
Dairy,4,151,10,50.0
Pantry,80,79,62,0.0
Pantry,42,44,94,1.45
Bakery,75,44,70,0.49
Frozen,46,196,78,4.25
Pantry,58,82,5,0.0
Dairy,83,106,62,0.0
Beverage,14,12,63,5.0
Bakery,34,55,7,0.0
Dairy,7,49,62,15.27
Bakery,23,17,24,0.0
Dairy,24,79,14,1.38
Meat,68,15,54,0.0
Pantry,11,110,78,5.45
Dairy,33,39,97,0.0
Meat,37,185,84,0.0
Produce,73,105,88,0.0
Pantry,23,12,87,0.0
Bakery,27,184,97,0.0
Dairy,60,125,64,0.0
Pantry,34,116,42,0.0
Produce,7,62,30,15.09
Produce,78,67,53,0.27
Bakery,57,125,97,2.51
Bakery,11,103,63,12.15
Pantry,12,152,57,5.56
Bakery,11,70,90,8.92
Beverage,36,187,80,0.0
Dairy,75,62,59,2.23
Beverage,3,116,96,22.84
Produce,4,157,28,28.63
Beverage,71,195,74,0.0
Beverage,86,184,29,0.0
Produce,13,62,26,5.11
Dairy,32,46,58,0.0
Frozen,48,34,61,0.21
Pantry,46,31,55,0.0
Dairy,32,88,2,0.0
Frozen,7,87,75,7.13
Meat,36,83,80,0.0
Frozen,74,161,21,2.58
Frozen,36,120,29,2.87
Bakery,81,27,39,0.0
Meat,9,14,13,13.29
Bakery,69,176,17,0.0
Bakery,16,136,4,9.69
Pantry,12,128,3,12.41
Produce,34,112,94,0.03
Beverage,71,61,17,0.0
Pantry,79,50,31,3.18
Dairy,64,180,83,0.32
Bakery,57,61,20,0.0
Produce,24,66,50,4.94
Beverage,64,70,74,0.14
Frozen,21,198,68,0.4
Meat,71,183,97,0.0
Beverage,38,48,72,1.64
Frozen,24,147,84,1.49
Beverage,31,161,40,0.0
Frozen,82,51,35,1.45
Bakery,8,15,24,18.65
Frozen,7,179,8,16.33
Meat,65,116,96,1.16
Produce,81,94,48,3.6
Meat,18,43,69,2.0
Bakery,68,31,12,0.93
Dairy,1,153,26,46.48
Frozen,80,35,66,2.36
Meat,78,115,10,2.66
Meat,40,106,88,0.0
Pantry,72,17,33,0.0
Bakery,53,127,20,0.0
Produce,14,133,0,9.84
Beverage,75,133,92,0.0
Produce,39,50,60,0.0
Frozen,82,96,70,0.0
Pantry,85,171,82,3.0
Dairy,47,103,44,0.0
Beverage,15,127,87,4.54
Bakery,35,39,81,0.0
Frozen,75,114,18,2.36
Bakery,89,191,53,0.0
Dairy,84,193,4,1.01
Frozen,70,196,43,0.54
Pantry,83,95,86,0.0
Dairy,33,66,70,2.02
Dairy,89,159,68,4.36
Meat,59,146,24,0.29
Produce,63,128,5,0.0
Frozen,58,50,38,0.0
Produce,49,172,60,1.69
Frozen,81,98,99,0.45
Dairy,13,172,39,2.2
Meat,38,63,68,0.0
Dairy,64,157,10,0.0
Dairy,89,68,54,0.77
Beverage,28,187,64,0.67
Pantry,55,25,35,1.22
Pantry,86,74,80,1.36
Dairy,56,156,71,1.55
Beverage,32,145,97,3.62
Beverage,61,12,8,0.0
Produce,40,145,56,2.39
Dairy,45,128,28,0.0
Dairy,88,87,52,1.48
Frozen,47,193,12,3.14
Bakery,82,129,16,0.0
Frozen,13,51,5,6.55
Beverage,30,146,13,1.89
Bakery,21,94,87,3.34
Beverage,68,55,5,0.0
Frozen,39,23,8,0.84
Beverage,64,193,69,0.0
Produce,30,153,33,0.0
Dairy,86,72,74,0.0
Produce,67,90,18,0.0
Dairy,10,94,93,12.76
Dairy,36,139,20,0.94
Pantry,79,48,9,0.0
Bakery,71,49,23,1.34
Produce,63,79,61,0.0
Bakery,27,133,52,5.04
Produce,56,185,64,0.21
Dairy,75,146,53,1.28
Beverage,66,192,74,0.0
Pantry,24,60,72,6.59
Pantry,62,112,8,0.66
Dairy,38,180,71,0.0
Bakery,6,68,76,23.27
Dairy,28,128,74,0.63
Dairy,82,129,56,0.29
Meat,9,77,67,13.74
Pantry,28,155,68,0.0
Produce,2,79,28,38.11
Beverage,83,155,4,1.29
Meat,57,120,7,2.58
Dairy,4,117,69,36.64
Pantry,75,34,65,0.0
Pantry,30,91,36,0.0
Beverage,64,58,76,0.0
Beverage,60,187,34,0.0
Dairy,67,27,91,0.0
Bakery,36,42,56,2.25
Frozen,15,82,7,2.25
Meat,18,114,77,3.39
Dairy,45,39,39,0.0
Pantry,3,194,76,22.42
Frozen,30,158,77,4.24
Pantry,29,109,81,0.0
Meat,5,15,33,30.04
Pantry,82,15,61,0.0
Produce,34,61,6,0.0
